,index,AGGT,DIV,CIV,HIST,GEO,KISW,ENGL,PHY,CHEM,BIO,B/MATH,Course
1529,4822,19,II,C,C,C,A,C,D,C,C,C,NURSING AND MIDWIFERY
1530,4825,19,II,C,C,C,B,C,F,D,B,F,CBG
1531,4826,16,I,B,C,C,A,B,D,C,B,C,PCB
1532,4827,16,I,C,C,C,A,C,D,B,A,C,PCB
1533,4830,11,I,B,B,B,A,A,C,B,A,B,PGM
1534,4833,21,II,C,C,C,B,C,F,D,C,F,HGK
1535,5081,14,I,B,C,B,B,B,D,B,B,B,PCB
1536,5083,8,I,B,B,A,A,A,C,A,A,A,PCM
1537,5084,8,I,B,A,A,A,A,D,B,A,A,HGE
1538,5085,20,II,C,C,C,B,C,D,C,C,C,EGM
1539,5086,16,I,C,C,C,B,B,C,B,B,B,CBG
1540,5088,12,I,B,B,B,A,B,D,B,B,A,EGM
1541,5091,11,I,B,B,B,A,B,C,B,A,A,PCB
1542,5092,7,I,B,A,A,A,A,C,A,A,A,PCB
1543,5093,8,I,B,A,A,A,A,C,B,A,A,PGM
1544,5094,14,I,C,C,B,B,B,D,C,B,A,HGE
1545,5096,14,I,C,B,B,A,B,D,C,B,B,PGM
1546,5097,7,I,A,A,A,A,A,C,B,A,A,HGL
1547,5098,7,I,A,A,A,A,A,C,A,A,A,PCM
1548,5101,7,I,B,A,A,A,B,C,A,A,A,PCM
1549,5102,11,I,B,B,B,A,A,C,B,B,A,HGE
1550,5103,7,I,A,A,A,A,A,C,B,A,A,PCM
1551,5104,8,I,B,A,A,A,A,C,B,A,A,PCM
1552,5105,12,I,B,B,B,B,B,C,C,A,A,PCM
1553,5107,11,I,B,C,A,A,B,C,B,B,A,PCB
1554,5108,8,I,A,B,A,B,A,D,B,A,A,PCB
1555,5110,15,I,B,B,C,A,B,D,C,C,B,CBG
1556,5112,7,I,A,A,A,A,A,B,A,A,A,PGM
1557,5113,7,I,B,A,A,A,A,C,A,A,A,PGM
1558,5114,11,I,B,B,B,B,A,C,A,C,A,PCB
1559,5115,10,I,B,A,B,A,A,C,B,B,C,HGE
1560,5116,9,I,B,B,A,A,A,C,B,A,A,PCB
1561,5117,8,I,B,A,A,A,B,C,A,A,A,PCM
1562,5118,10,I,B,A,B,A,B,C,C,B,A,PCB
1563,5119,12,I,B,A,B,B,B,C,B,B,A,PGM
1564,5123,9,I,B,A,B,A,A,D,C,A,A,EGM
1565,5124,9,I,B,A,A,A,A,C,B,B,A,PCM
1566,5125,10,I,B,A,B,A,B,C,B,B,A,PCM
1567,5126,11,I,B,B,B,B,A,D,B,B,A,CBG
1568,5128,12,I,B,B,B,A,B,C,B,B,A,PGM
1569,5130,17,I,D,C,C,B,B,D,C,B,B,HGE
1570,5131,16,I,B,B,C,B,B,D,C,C,B,CBG
1571,5132,11,I,B,B,B,A,A,C,B,B,A,EGM
1572,5133,7,I,A,B,A,A,A,C,A,A,A,PCB
1573,5134,14,I,C,B,B,B,B,C,C,B,A,EGM
1574,5135,7,I,A,A,A,A,A,C,A,A,A,CIVIL ENGINEERING
1575,5136,11,I,B,B,A,A,B,C,B,B,A,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1576,5137,7,I,A,A,A,A,A,C,B,A,A,PCM
1577,5138,10,I,B,A,B,A,B,D,C,C,A,PGM
1578,5139,11,I,B,B,C,A,A,C,B,B,B,PCM
1579,5140,8,I,A,B,A,A,A,C,B,B,A,PCM
1580,5141,8,I,A,A,A,A,B,C,B,A,A,PCB
1581,5143,7,I,B,A,A,A,A,C,A,A,A,PCB
1582,5144,12,I,B,B,C,A,A,C,C,B,A,PCM
1583,5146,7,I,B,A,A,A,B,C,A,A,A,PCM
1584,5147,15,I,B,C,B,B,B,D,C,B,B,CBG
1585,5148,7,I,A,A,A,A,A,C,A,A,A,PCB
1586,5149,11,I,B,A,B,B,A,D,B,B,A,PGM
1587,5153,11,I,B,A,B,A,B,C,B,B,A,PCB
1588,5154,14,I,A,C,B,B,B,C,C,B,B,PGM
1589,5157,12,I,B,B,B,B,A,D,B,B,A,PCM
1590,5159,11,I,B,B,B,A,A,C,B,B,A,PCB
1591,5160,9,I,B,A,A,A,A,C,C,B,A,PCM
1592,5163,7,I,B,A,B,A,A,C,A,A,A,PCM
1593,5164,12,I,B,A,B,B,B,C,C,A,B,PCB
1594,5165,7,I,A,A,A,A,B,C,A,A,A,PCB
1595,5166,14,I,B,B,B,A,B,D,C,C,B,CBG
1596,5167,11,I,B,A,B,A,B,C,B,B,A,PGM
1597,5168,15,I,C,B,B,B,B,D,C,C,A,HGE
1598,5169,7,I,A,A,A,A,B,C,A,A,A,PCM
1599,5171,10,I,B,B,A,A,A,C,B,B,A,PGM
1600,5172,17,I,C,C,C,B,B,D,C,B,B,PGM
1601,5173,10,I,A,B,A,B,A,D,B,B,A,CBG
1602,5174,11,I,B,B,C,A,A,C,B,B,A,PCB
1603,5176,14,I,B,C,C,B,B,D,B,B,A,PGM
1604,5177,13,I,B,B,B,B,A,D,C,C,A,HGK
1605,5178,16,I,B,C,C,B,C,D,C,B,A,PCM
1606,5180,10,I,C,C,A,A,A,C,B,B,A,EGM
1607,5181,15,I,A,B,C,B,B,D,C,C,B,HGL
1608,5182,13,I,B,B,B,B,A,C,B,B,B,PCB
1609,5455,22,III,C,C,C,C,D,D,C,C,D,HGL
1610,5459,22,III,C,C,C,C,D,F,C,C,D,HGL
1611,5462,20,II,C,C,C,B,C,D,D,C,C,HGE
1612,5469,19,II,C,C,B,B,C,F,C,C,D,CBG
1613,5472,21,II,C,C,C,C,C,D,C,C,D,HGL
1614,5483,21,II,C,C,C,C,C,D,D,C,C,HGL
1615,5490,23,III,C,D,C,C,D,F,D,C,C,BUSINESS ADMINISTRATION
1616,5511,23,III,C,C,D,C,D,D,C,C,F,HUMAN RESOURCE MANAGEMENT
1617,5516,24,III,C,D,D,C,C,D,C,D,F,HUMAN RESOURCE MANAGEMENT
1618,5521,24,III,C,D,D,C,C,F,D,C,F,HUMAN RESOURCE MANAGEMENT
1619,5523,18,II,C,D,C,A,B,F,C,C,C,CBG
1620,5526,18,II,C,C,C,B,A,F,C,C,F,CBG
1621,5529,20,II,C,C,C,C,B,F,C,C,F,CBG
1622,5546,16,I,C,C,C,B,A,D,B,B,C,PCB
1623,5820,18,II,C,C,C,A,B,D,C,C,D,CBG
1624,5832,16,I,C,B,C,A,A,D,C,C,D,CBG
1625,5836,20,II,C,C,D,B,C,F,C,C,F,HKL
1626,5839,21,II,C,C,C,B,C,F,D,C,F,HGL
1627,5855,20,II,C,D,C,B,C,D,C,C,F,CBG
1628,5858,19,II,C,C,C,B,B,D,C,C,F,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1629,5861,23,III,D,D,C,B,C,D,D,C,F,HGK
1630,5886,22,III,C,D,C,C,C,D,C,C,D,ENVIRONMENTAL HEALTH SCIENCES
1631,5888,21,II,C,D,D,B,C,F,C,C,F,PUBLIC ADMINISTRATION
1632,5892,14,I,C,C,C,B,B,C,B,A,A,PCB
1633,5906,17,I,C,C,C,A,C,C,B,B,D,PCB
1634,5907,18,II,C,D,C,B,B,C,C,B,C,PCB
1635,5910,17,I,C,C,C,A,B,F,C,B,D,HKL
1636,6535,20,II,C,C,C,B,C,D,C,C,D,CBG
1637,6550,21,II,C,C,C,C,C,D,C,C,D,HGL
1638,6551,8,I,B,C,A,B,A,C,A,A,A,PCM
1639,6552,13,I,B,C,B,B,B,C,C,B,B,PCM
1640,6553,15,I,B,C,B,B,B,C,B,B,C,PCB
1641,6554,18,II,B,C,C,C,B,D,C,C,C,EGM
1642,6555,20,II,C,C,C,C,C,D,C,B,D,CBG
1643,6556,14,I,B,C,C,B,B,C,B,B,C,PCM
1644,6557,14,I,B,C,C,B,B,C,B,B,B,PGM
1645,6558,16,I,B,C,C,B,B,C,C,B,C,PGM
1646,6559,12,I,C,B,B,B,A,C,A,A,C,PCM
1647,6560,13,I,B,B,B,B,A,C,B,B,C,PCB
1648,6561,21,II,C,C,C,C,C,D,C,C,D,HGL
1649,6562,14,I,B,C,B,B,A,D,C,B,C,PCB
1650,6563,11,I,B,B,B,B,A,C,B,A,C,PCB
1651,6564,11,I,B,C,B,B,A,C,B,A,C,EGM
1652,6565,16,I,B,C,C,B,B,D,C,B,C,HGK
1653,6566,16,I,B,C,C,B,B,D,C,C,C,EGM
1654,6567,19,II,C,C,C,C,B,D,C,B,C,PGM
1655,6568,19,II,B,C,C,B,C,D,C,C,D,CBG
1656,6569,19,II,B,C,C,C,B,D,C,C,C,PGM
1657,6570,16,I,B,C,C,B,C,D,B,B,C,PCM
1658,6571,15,I,B,C,B,B,B,C,C,B,D,PCB
1659,6572,17,I,B,B,C,B,B,C,C,C,D,PCB
1660,6573,12,I,B,B,B,B,A,C,B,A,C,PCB
1661,6574,19,II,C,C,C,C,B,D,C,B,D,HGE
1662,6575,13,I,B,C,C,B,B,C,B,A,D,PCB
1663,6576,11,I,B,B,B,B,A,C,B,A,C,PCB
1664,6577,17,I,B,C,C,B,B,D,C,B,D,CBG
1665,6578,16,I,A,C,B,B,B,C,C,C,C,CBG
1666,6579,17,I,B,C,C,B,B,C,C,B,D,PGM
1667,6580,12,I,B,B,B,A,A,D,C,B,D,HGE
1668,6581,16,I,B,B,C,B,B,C,C,B,C,CLINICAL MEDICINE
1669,6582,19,II,C,C,C,C,B,D,C,B,D,HGE
1670,6583,15,I,B,C,B,B,C,C,C,B,C,PCM
1671,6584,15,I,A,B,C,C,B,D,C,B,D,CBG
1672,6585,16,I,B,C,B,B,B,C,C,C,C,EGM
1673,6586,15,I,C,B,C,B,A,C,C,B,D,HGE
1674,6587,15,I,B,C,C,B,A,D,C,B,C,PCB
1675,6588,19,II,C,C,C,B,C,D,C,C,D,HGE
1676,6589,17,I,B,B,B,C,C,C,C,B,D,HGL
1677,6595,20,II,C,D,C,B,B,D,C,C,D,HKL
1678,6605,20,II,C,C,C,B,C,D,D,C,F,CBA
1679,6613,22,III,C,D,C,B,C,D,D,C,F,HGK
1680,6623,23,III,C,D,C,C,C,D,D,C,D,RURAL DEVELOPMENT PLANNING
1681,6888,22,III,C,D,C,C,C,F,C,C,F,HGL
1682,6894,23,III,C,D,D,B,C,F,D,C,F,COMMUNITY DEVELOPMENT
1683,6916,19,II,C,C,C,C,C,C,C,A,C,PCB
1684,6918,15,I,C,C,C,B,B,C,B,A,B,PCB
1685,6932,20,II,C,C,C,C,C,D,C,B,D,CBG
1686,6935,23,III,C,D,C,C,C,D,D,C,D,INFORMATION AND COMMUNICATION TECHNOLOGY
1687,6941,24,III,C,D,D,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
1688,6943,19,II,C,C,C,C,B,D,C,B,D,CBG
1689,6949,21,II,C,C,C,C,C,D,C,C,C,HGK
1690,6950,22,III,C,C,C,C,C,F,D,C,F,ACCOUNTANCY
1691,6951,20,II,C,C,C,B,C,D,C,C,D,CBG
1692,6954,23,III,C,C,D,C,D,F,C,C,F,ACCOUNTANCY
1693,6958,18,II,C,C,C,B,B,F,C,B,F,CBG
1694,6959,18,II,B,B,C,B,C,F,D,C,D,HGL
1695,6962,25,III,D,F,D,C,D,D,D,D,C,PUBLIC ADMINISTRATION
1696,6966,20,II,C,C,C,B,C,F,D,C,F,HGK
1697,6969,22,III,C,C,D,C,C,F,D,C,D,CERTIFICATE IN COFFEE QUALITY AND TRADE
1698,6974,20,II,C,C,C,B,C,F,D,C,F,CBG
1699,6977,20,II,C,C,C,B,C,F,D,C,D,HGE
1700,7414,24,III,D,D,D,C,C,F,C,C,F,ACCOUNTANCY
1701,7434,23,III,C,D,D,C,C,D,C,C,D,HYDRO-GEOLOGY AND WATER-WELL DRILLING
1702,7440,19,II,C,C,C,C,C,D,B,B,C,PCB
1703,7442,22,III,C,D,C,C,C,D,C,C,D,LOCAL GOVERNMENT ACCOUNTING AND FINANCE
1704,7444,19,II,C,C,C,C,B,D,C,B,C,CBG
1705,7445,19,II,C,C,C,C,B,C,C,B,D,PCB
1706,7446,19,II,C,C,C,C,B,D,C,B,C,CBG
1707,7448,23,III,D,D,C,C,C,D,C,C,D,BUSINESS MANAGEMENT
1708,7449,23,III,C,D,C,C,D,D,C,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
1709,7452,21,II,C,C,C,C,C,D,C,C,C,HGL
1710,7453,21,II,C,C,C,C,C,D,C,C,D,HGK
1711,7454,21,II,C,C,C,C,C,D,C,C,D,HGL
1712,7458,17,I,C,C,B,B,B,D,C,B,D,PCB
1713,7459,21,II,C,D,C,C,B,D,C,C,D,STASHAHADA YA UALIMU ELIMU YA MSINGI (ENGLISH MEDIUM)
1714,7460,21,II,C,C,D,C,C,D,C,B,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1715,8288,20,II,C,D,C,C,B,F,C,C,C,CBG
1716,8289,25,III,C,F,D,D,C,F,D,C,D,PROCUREMENT AND LOGISTICS MANAGEMENT
1717,8295,21,II,C,C,C,C,C,F,C,C,D,HGL
1718,8296,21,II,C,C,C,D,B,F,C,C,D,HGL
1719,8300,19,II,B,C,C,B,C,D,C,C,C,HKL
1720,8308,19,II,C,C,C,C,C,B,C,B,C,OPTOMETRY
1721,8318,19,II,C,C,C,B,C,C,B,C,C,PCM
1722,8319,21,II,C,D,C,C,C,D,C,C,D,MEDICAL LABORATORY SCIENCES
1723,8320,20,II,C,C,C,C,B,D,C,C,D,CBG
1724,8321,19,II,C,C,C,B,B,C,C,C,C,EGM
1725,8322,21,II,C,C,C,C,C,C,C,C,D,HGL
1726,8323,22,III,C,C,C,C,C,D,D,C,F,BANKING AND FINANCE
1727,8329,21,II,C,C,C,C,C,C,C,C,D,HGL
1728,8333,11,I,C,B,C,B,A,B,B,A,A,PCM
1729,8334,18,II,C,C,C,C,B,C,C,B,B,PGM
1730,8335,20,II,C,C,C,B,C,C,C,C,C,HGE
1731,8339,23,III,C,D,D,B,D,F,C,C,D,ECONOMICS DEVELOPMENT
1732,8340,19,II,C,D,C,B,C,D,C,C,B,EGM
1733,8341,23,III,C,D,D,C,C,F,C,C,D,HOSPITALITY OPERATIONS
1734,8343,21,II,C,C,C,C,C,D,C,C,C,EGM
1735,8345,22,III,C,D,C,C,C,F,C,C,D,HGL
1736,8346,17,I,B,C,C,A,C,F,C,B,C,CBG
1737,8347,19,II,B,C,C,A,C,D,D,C,D,HGL
1738,8349,19,II,B,C,C,B,C,D,C,C,C,NURSING AND MIDWIFERY
1739,8353,20,II,C,C,C,B,D,F,C,C,C,EGM
1740,8358,20,II,C,D,C,C,C,C,C,B,C,PCB
1741,8359,21,II,C,D,C,B,D,D,C,C,C,PCM
1742,8360,11,I,B,C,A,A,B,C,B,B,A,PCB
1743,8362,19,II,C,C,C,B,C,D,C,B,D,PCB
1744,8365,19,II,C,C,C,B,C,D,C,B,C,CBG
1745,8366,23,III,C,D,D,C,C,D,D,C,C,CIVIL ENGINEERING WITH COMMUNITY DEVELOPMENT
1746,8367,18,II,C,C,C,B,B,C,C,C,B,EGM
1747,8368,17,I,B,C,B,B,C,D,C,B,C,PGM
1748,8369,20,II,C,D,C,C,C,D,C,B,C,EGM
1749,8370,15,I,B,C,B,B,B,C,C,A,C,PCM
1750,8372,17,I,B,D,B,C,B,D,C,B,C,PCB
1751,8374,16,I,B,C,B,B,C,D,C,B,B,PCM
1752,8376,18,II,C,C,B,C,B,C,C,B,C,PCB
1753,8377,18,II,C,C,C,C,C,D,C,B,A,PCM
1754,8378,16,I,C,C,B,B,B,D,C,A,C,BIO-MEDICAL EQUIPMENT ENGINEERING
1755,8379,24,III,C,D,D,C,D,D,C,C,D,ACCOUNTANCY
1756,8380,16,I,C,C,C,A,C,D,C,B,A,PCM
1757,8381,14,I,B,C,B,A,C,C,C,B,A,PCM
1758,8382,22,III,C,D,C,C,D,D,C,C,C,CERTIFICATE IN MICROFINANCE MANAGEMENT
1759,8383,17,I,B,B,B,B,C,F,C,C,C,HGE
1760,8384,20,II,C,C,C,C,C,D,C,B,D,HGE
1761,8385,20,II,C,C,C,B,C,F,C,C,C,EGM
1762,8386,17,I,C,C,A,B,C,D,C,B,D,PCB
1763,8388,19,II,C,C,C,B,C,D,C,B,C,PGM
1764,8389,16,I,C,C,B,B,C,C,B,B,B,PCB
1765,8390,19,II,C,C,C,B,D,D,C,B,C,CBG
1766,8398,22,III,C,C,D,C,B,F,D,C,D,HKL
1767,8405,25,III,D,D,D,C,C,F,C,D,D,ECONOMICS DEVELOPMENT
1768,8410,24,III,D,C,D,C,C,F,D,C,F,MARKETING AND PUBLIC RELATIONS
1769,8411,25,III,D,F,D,C,C,F,D,C,D,PROCUREMENT AND LOGISTICS MANAGEMENT
1770,8414,24,III,D,F,C,C,B,F,D,D,D,LAW
1771,8420,25,III,C,D,D,C,C,F,D,D,D,SECRETARIAL STUDIES
1772,8422,25,III,D,F,D,C,C,F,D,C,D,PROCUREMENT AND LOGISTICS MANAGEMENT
1773,8425,25,III,D,F,C,C,C,F,D,C,F,COMMUNITY DEVELOPMENT
1774,8427,19,II,C,C,C,B,B,C,C,C,C,PCM
1775,8430,23,III,D,C,C,C,C,F,D,C,F,BUSINESS ADMINISTRATION
1776,8433,24,III,D,C,D,D,B,D,D,C,F,COMMUNITY DEVELOPMENT
1777,8435,23,III,C,C,D,C,B,F,D,D,F,HKL
1778,8436,24,III,D,D,C,C,C,F,D,C,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1779,8439,20,II,C,D,C,C,B,D,C,C,C,HGL
1780,8444,17,I,C,B,C,B,A,D,C,C,C,CBG
1781,8446,22,III,C,D,D,C,B,F,C,C,D,CERTIFICATE IN MICROFINANCE MANAGEMENT
1782,8447,19,II,C,C,C,C,A,F,C,C,C,SCIENCE AND LABORATORY TECHNOLOGY
1783,8449,21,II,C,C,C,C,C,F,C,C,D,HGL
1784,8451,19,II,C,C,C,C,A,D,D,B,D,CBG
1785,8453,20,II,C,C,C,C,B,D,C,C,C,CBG
1786,8454,21,II,C,C,C,C,C,F,C,C,D,HGL
1787,8455,19,II,C,D,C,C,A,D,C,C,C,PGM
1788,8456,21,II,C,D,C,C,C,D,C,C,C,MEDICAL LABORATORY SCIENCES
1789,8457,22,III,C,D,C,C,B,F,D,C,D,GEOMATICS
1790,8459,24,III,D,D,D,C,C,F,C,C,D,INTERNATIONAL RELATIONS AND DIPLOMACY
1791,8466,25,III,C,D,D,C,D,F,D,D,F,PROCUREMENT AND LOGISTICS MANAGEMENT
1792,8468,23,III,C,D,C,C,D,D,C,C,F,CLINICAL DENTISTRY
1793,8475,21,II,C,C,C,C,D,D,C,C,C,HGK
1794,8476,20,II,C,C,C,C,C,C,C,C,B,PGM
1795,8479,16,I,A,C,C,C,C,C,C,B,B,PCB
1796,8481,21,II,C,D,C,C,C,D,C,C,C,IRRIGATION ENGINEERING
1797,8482,20,II,C,C,C,B,C,D,C,C,C,EGM
1798,8643,22,III,C,D,C,C,B,F,D,C,D,HKL
1799,8680,22,III,C,D,C,C,B,F,D,C,D,GEOMATICS
1800,8703,20,II,C,C,C,B,C,C,C,C,C,EGM
1801,8704,23,III,C,D,C,C,C,D,D,C,D,ACCOUNTANCY
1802,8705,23,III,C,D,C,C,C,F,D,C,D,PROCUREMENT AND LOGISTICS MANAGEMENT
1803,8706,16,I,C,C,C,B,A,D,C,B,B,PCM
1804,8707,11,I,B,C,A,C,A,C,B,A,A,PCB
1805,8708,15,I,C,C,B,B,C,C,B,B,A,PCM
1806,8709,21,II,C,D,C,C,C,D,C,C,C,WATER SUPPLY AND SANITATION ENGINEERING
1807,8710,21,II,C,C,C,C,C,D,C,C,D,HGL
1808,8711,16,I,B,B,C,B,B,D,C,B,C,PCB
1809,8712,16,I,C,C,C,C,A,D,C,B,A,IRRIGATION ENGINEERING
1810,8713,11,I,B,B,C,B,A,C,B,A,A,PCB
1811,8714,21,II,C,C,C,C,C,D,C,C,C,HKL
1812,8715,23,III,C,D,C,C,C,D,D,C,D,SECRETARIAL STUDIES
1813,8716,21,II,C,C,C,C,C,D,C,C,D,HGL
1814,8717,19,II,C,D,B,C,B,D,C,C,C,EGM
1815,8718,21,II,C,C,C,C,C,C,C,C,C,PCM
1816,8719,18,II,B,C,C,C,B,D,C,B,C,HGL
1817,8720,24,III,C,D,C,D,C,D,D,C,D,TAXATION
1818,8721,9,I,A,B,A,B,A,B,B,A,A,PCM
1819,8722,22,III,C,D,C,C,C,D,C,C,D,PUBLIC ADMINISTRATION
1820,8723,19,II,C,C,C,B,C,D,C,B,C,CBG
1821,8724,19,II,C,C,B,B,C,C,C,C,C,EGM
1822,8725,12,I,B,C,B,B,A,C,B,A,B,PCB
1823,8726,20,II,C,C,C,B,C,C,C,C,C,EGM
1824,8727,15,I,B,C,B,B,B,C,C,B,B,PCM
1825,8728,21,II,C,C,C,C,C,D,C,C,C,HGL
1826,8729,19,II,B,C,B,C,C,C,C,C,C,HGL
1827,8730,16,I,B,C,C,B,A,D,C,B,C,EGM
1828,8731,18,II,C,C,B,C,B,C,C,B,C,PGM
1829,8732,15,I,C,C,B,B,B,C,C,A,B,PCM
1830,8733,22,III,C,C,C,C,C,D,D,C,D,TRAVEL AND TOURISM
1831,8734,19,II,C,C,C,B,C,C,C,B,C,HGL
1832,8735,21,II,C,C,C,C,C,D,C,C,D,HGL
1833,8736,20,II,C,C,C,C,C,D,C,B,C,EGM
1834,8737,19,II,C,C,C,A,C,D,C,C,C,EGM
1835,8738,15,I,C,C,B,C,B,B,B,C,A,PCM
1836,8739,14,I,B,C,B,C,B,B,B,B,B,PCM
1837,8740,10,I,B,B,B,A,A,C,B,A,A,PCM
1838,8741,13,I,B,C,B,C,A,C,B,B,A,PCM
1839,8742,10,I,B,B,B,B,A,C,A,A,A,PCB
1840,8743,10,I,B,B,B,A,A,C,B,A,A,PCB
1841,8744,18,II,C,C,C,C,B,D,C,B,B,EGM
1842,8745,17,I,B,C,C,C,B,C,B,B,C,CLINICAL MEDICINE
1843,8746,22,III,C,D,C,C,C,D,C,C,D,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1844,8747,11,I,B,B,B,B,A,B,B,A,A,PCM
1845,8748,8,I,B,A,B,A,A,B,A,A,A,PCB
1846,8749,21,II,C,C,C,C,C,D,D,C,C,HGK
1847,8750,22,III,C,C,C,C,C,F,D,C,D,SHIPPING AND LOGISTICS MANAGEMENT
1848,8957,19,II,C,D,C,A,C,D,C,C,D,CBG
1849,8958,18,II,C,D,C,B,C,C,C,C,B,PCB
1850,8959,20,II,C,D,C,A,C,D,C,C,D,CBG
1851,8961,17,I,C,D,C,A,B,D,C,B,C,PCB
1852,8966,21,II,C,C,C,B,C,D,D,C,D,HGL
1853,8967,16,I,C,C,B,B,A,D,C,B,C,NURSING AND MIDWIFERY
1854,8971,21,II,C,D,C,B,B,D,D,C,D,HGL
1855,8973,19,II,C,C,C,A,C,D,C,C,C,CBG
1856,8979,20,II,C,C,C,B,C,D,C,C,D,CBG
1857,8981,19,II,C,C,C,C,B,D,C,C,D,CBG
1858,8985,16,I,B,C,C,A,B,D,X,C,C,EGM
1859,8986,20,II,C,C,C,B,C,D,C,C,C,CBG
1860,8987,15,I,B,C,C,B,A,D,C,B,C,EGM
1861,8988,20,II,C,C,C,C,B,D,D,C,C,EGM
1862,8989,17,I,C,C,C,B,A,D,C,C,B,CBG
1863,8990,16,I,C,B,B,B,B,C,C,B,C,PCB
1864,8992,13,I,C,B,B,A,A,C,C,B,B,PCB
1865,8993,17,I,C,C,C,A,B,D,C,B,D,HGK
1866,8998,17,I,C,C,C,B,A,D,C,B,C,PGM
1867,9003,19,II,C,C,C,C,B,D,C,B,D,HGL
1868,9005,16,I,C,C,C,A,B,C,C,C,A,PCM
1869,9006,10,I,C,C,B,A,A,C,B,A,A,PCB
1870,9007,20,II,C,C,C,B,B,D,X,C,D,HGL
1871,9009,17,I,C,C,C,B,B,C,C,B,B,EGM
1872,9010,17,I,C,C,C,A,A,C,C,C,C,PCB
1873,9011,20,II,C,D,C,C,B,D,C,C,C,EGM
1874,9013,20,II,C,C,C,C,B,D,C,C,C,EGM
1875,9014,13,I,C,C,B,A,A,C,B,B,B,ELECTRONICS AND TELECOMMUNICATION ENGINEERING
1876,9015,21,II,C,C,C,C,C,D,C,C,D,HGL
1877,9016,18,II,C,C,C,B,B,C,C,B,C,EGM
1878,9017,18,II,C,C,C,B,B,C,C,B,C,PCB
1879,9018,16,I,C,C,C,A,A,C,C,B,C,PCB
1880,9020,19,II,C,C,C,B,B,D,C,C,D,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA BAIOLOJIA )
1881,9022,12,I,C,C,B,A,A,B,C,B,A,SCIENCE AND LABORATORY TECHNOLOGY
1882,9024,20,II,C,C,C,C,B,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1883,9026,15,I,C,C,C,B,B,B,C,B,B,MINING ENGINEERING
1884,9028,21,II,C,C,C,C,C,D,C,C,D,HKL
1885,9030,18,II,C,C,C,B,C,C,B,B,C,PCM
1886,9032,18,II,C,C,C,C,B,C,B,B,C,CLINICAL MEDICINE
1887,9033,19,II,C,D,C,B,B,D,C,C,C,STASHAHADA MAALUMU YA UALIMU WA MASOMO YA SAYANSI (KEMIA NA HISABATI)
1888,9034,17,I,C,C,C,A,B,C,C,B,C,PCB
1889,9037,14,I,C,B,C,A,A,C,B,B,C,PCB
1890,9039,19,II,C,C,C,B,C,D,C,B,C,EGM
1891,9041,20,II,C,C,C,B,C,D,C,C,D,HGE
1892,9045,15,I,C,C,B,B,B,C,B,B,B,CLINICAL MEDICINE
1893,9046,11,I,C,B,B,A,B,C,B,A,A,PCM
1894,9049,12,I,B,B,C,A,C,C,A,A,B,PCB
1895,9050,19,II,C,C,B,B,C,D,C,C,D,CBG
1896,9209,18,II,C,C,C,C,A,D,C,B,C,PCB
1897,9211,22,III,C,D,C,C,C,D,C,C,D,HGE
1898,9214,22,III,C,C,D,C,B,F,D,C,D,HGE
1899,9215,20,II,C,C,D,B,C,D,C,C,C,PCM
1900,9217,19,II,C,C,C,B,C,D,C,B,C,CBG
1901,9220,15,I,B,C,C,B,A,C,B,C,B,PCM
1902,9221,24,III,C,D,D,B,C,F,D,D,D,LOCAL GOVERNMENT ADMINISTRATION
1903,9222,18,II,C,C,B,C,C,D,B,B,C,PCB
1904,9225,21,II,C,C,C,C,C,D,C,C,D,HGK
1905,9226,14,I,B,C,B,B,A,C,C,B,B,PCM
1906,9227,19,II,B,C,C,C,B,D,C,C,C,CBG
1907,9231,25,III,D,D,C,C,D,F,D,D,D,RECORDS MANAGEMENT
1908,9234,20,II,C,C,C,C,B,D,C,C,C,CBG
1909,9322,18,II,C,C,C,B,C,D,C,C,B,PCM
1910,9323,20,II,C,C,C,B,B,F,D,C,F,HGL
1911,9324,21,II,C,C,C,B,C,F,D,C,D,HGE
1912,9325,21,II,C,C,C,C,C,D,D,C,D,HGL
1913,9329,19,II,B,C,C,B,C,D,C,C,F,CBG
1914,9331,20,II,C,C,C,B,C,D,C,C,D,CBG
1915,9332,22,III,C,C,D,B,C,D,C,D,D,HKL
1916,9333,23,III,C,D,C,C,C,F,D,D,F,DEVELOPMENT ADMINISTRATION AND MANAGEMENT
1917,9336,20,II,C,C,C,C,B,D,C,C,C,EGM
1918,9338,23,III,C,D,D,B,C,F,D,C,D,MARKETING AND PUBLIC RELATIONS
1919,9339,23,III,C,D,D,B,C,F,D,D,C,PUBLIC SECTOR ACCOUNTING AND FINANCE
